gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_crosslingual-train-2610360,wikilingua_crosslingual-train-2610360,fr,en,"Votre guirlande est formée d'une alternance de deux personnages.  Vous pouvez créer une guirlande plus complexe. Pour cela, dessinez des personnages et des formes plus élaborées en vous assurant de relier tous vos éléments entre eux.",Unfold to reveal a boy and a girl holding hands.,['Unfold to reveal a boy and a girl holding hands.']
wikilingua_crosslingual-train-2610361,wikilingua_crosslingual-train-2610361,en,fr,"The chain should be boy-girl, boy-girl. This approach gives you the chance to mix different figures and explore the space on the rectangle. As long as the figures you draw connect, the final product will be a unique chain.",Dépliez votre bande de papier.,['Dépliez votre bande de papier.']
wikilingua_crosslingual-train-2610366,wikilingua_crosslingual-train-2610366,fr,en,"L'icône ressemble à une note musicale multicolore sur fond blanc avec un anneau multicolore tout autour. Si iTunes vous demande de télécharger une mise à jour, téléchargez-la.",Open iTunes on your computer.,['Open iTunes on your computer.']
wikilingua_crosslingual-train-2610367,wikilingua_crosslingual-train-2610367,en,fr,"The icon looks like a multicolored musical note inside a white background with a multicolored ring around the outside. If iTunes prompts you to download the most recent version, do so.",Ouvrez iTunes sur votre ordinateur.,['Ouvrez iTunes sur votre ordinateur.']
wikilingua_crosslingual-train-2610394,wikilingua_crosslingual-train-2610394,fr,en,"Choisissez la température qui vous convienne, mais celle-ci ne devrait pas dépasser les 180 °C.  Laissez votre fer préchauffer avant de poursuivre votre coiffure. Vous pouvez par exemple utiliser un sèche-cheveu. Démêlez cette mèche afin de pouvoir passer plus facilement le fer dans vos cheveux.  Passez toujours un produit protégeant vos cheveux de la chaleur sur les sections de cheveux que vous allez raidir.",Plug in your flat iron and turn it on to preheat. Make sure that your hair is dry. Separate a 1-inch section of hair with your fingers.,['Plug in your flat iron and turn it on to preheat. Make sure that your hair is dry. Separate a 1-inch section of hair with your fingers.']
wikilingua_crosslingual-train-2610458,wikilingua_crosslingual-train-2610458,fr,en,"Reposez correctement le plateau tournant propre sur son support. S’il n’est pas bien positionné, il risque de pencher vers un côté ou de ne pas tourner lorsque vous utiliserez votre four.",Put the turntable back into the microwave.,['Put the turntable back into the microwave.']
wikilingua_crosslingual-train-2610459,wikilingua_crosslingual-train-2610459,en,fr,"Place the clean turntable in the bottom of the machine so it rests on its tracks. If it's not on the tracks, the turntable will appear tilted or it may not rotate properly when the machine is on.",Remettez le plateau tournant en place.,['Remettez le plateau tournant en place.']
wikilingua_crosslingual-train-2610502,wikilingua_crosslingual-train-2610502,fr,en,"« Informations de dépannage » peut se trouver dans le menu aide de Firefox ou en entrant about:support dans la barre de recherche puis, en appuyant sur ↵ Enter (Entrée ). Réparer Firefox sauvegardera votre historique, marque-pages, mots de passe, formulaires, cookies et réinitialisera votre navigateur Firefox. Si vous utilisez des extensions, vous allez devoir les réinstaller après que le processus de réparation est terminé.",Open Mozilla Firefox and go to Troubleshooting Information. Click Reset Firefox….,['Open Mozilla Firefox and go to Troubleshooting Information. Click Reset Firefox….']
wikilingua_crosslingual-train-2610503,wikilingua_crosslingual-train-2610503,en,fr,"Troubleshooting Information can be found in Firefox's Help menu, or by typing about:support into your address bar and pressing ↵ Enter. Resetting Firefox will keep your history, bookmarks, passwords, saved forms, and cookies, and restore everything else to Firefox's initial state. If you use any browser extensions, you will have to reinstall them after the reset process is complete.","Ouvrez Mozilla Firefox ensuite, allez dans « Informations de dépannage » via la barre de menus. Cliquez sur Reset Firefox… (Réparer Firerox…).","['Ouvrez Mozilla Firefox ensuite, allez dans «\xa0Informations de dépannage\xa0» via la barre de menus. Cliquez sur Reset Firefox… (Réparer Firerox…).']"
wikilingua_crosslingual-train-2610514,wikilingua_crosslingual-train-2610514,fr,en,"Une fois que vous avez fini de la rouler, ne lâchez pas prise ! Gardez vos mains sur le plaid en permanence, afin qu'il ne se déroule pas !  Vous pourriez également placer un genou sur la pièce, pour vous aider dans la manœuvre. Si vous avez un ami à côté de vous, demandez-lui de maintenir la couverture.",Secure the blanket with your hands so it stays tight.,['Secure the blanket with your hands so it stays tight.']
wikilingua_crosslingual-train-2610515,wikilingua_crosslingual-train-2610515,en,fr,"After you finish rolling the blanket, don’t let go! Keep your hands on the blanket at all times so your blanket does not unroll.  In addition, you can rest your knee on top of the blanket if you need extra assistance. If you have a friend around, you can ask them to hold the blanket for you as well.",Maintenez-la avec vos mains.,['Maintenez-la avec vos mains.']
wikilingua_crosslingual-train-2610568,wikilingua_crosslingual-train-2610568,fr,en,"Dans Windows, Skype se trouve dans la liste des applications, dans votre menu de démarrage. Sur Mac, Skype se trouve dans le dossier Applications.  Elle se trouve en bas de la fenêtre, au milieu. La vidéo est désormais déconnectée et votre interlocuteur ne reçoit plus aucune image.",Open Skype. Answer or place a video call. Click the video camera icon.,['Open Skype. Answer or place a video call. Click the video camera icon.']
wikilingua_crosslingual-train-2610569,wikilingua_crosslingual-train-2610569,en,fr,"If you’re using Windows, you’ll find it in the Windows menu’s apps list. If you’re using macOS, it’s in the Applications folder.  It’s at the bottom-center part of the window. You are no longer broadcasting video to the other person on the line.",Ouvrez Skype. Démarrez un appel vidéo ou répondez à un appel. Cliquez sur l’icône représentant une caméra.,['Ouvrez Skype. Démarrez un appel vidéo ou répondez à un appel. Cliquez sur l’icône représentant une caméra.']
wikilingua_crosslingual-train-2610583,wikilingua_crosslingual-train-2610583,en,fr,"Sinusitis generally presents itself with the same basic symptoms. Symptoms of acute sinusitis often worsen after 5-7 days. Symptoms of chronic sinusitis may be milder, but are more long-lasting.  Headache Pressure or tenderness around the eyes Nasal congestion Runny nose Sore throat and post-nasal drip (the sensation of “dripping” or running mucus at the back of your throat)  Fatigue Cough Bad breath Fever",Sachez reconnaitre les symptômes principaux.,['Sachez reconnaitre les symptômes principaux.']
wikilingua_crosslingual-train-2610678,wikilingua_crosslingual-train-2610678,fr,en,"Suivez les étapes ci-dessous en fonction de votre version de Windows.   Sur Windows 10 : cliquez sur cortana/la barre de recherche/l’icône de recherche. Si elle est cachée, appuyez sur le bouton Démarrer.  Sur Windows 8.1 : Appuyez sur ⊞ Win+Q .  Sur Windows 7 et Vista : cliquez sur le bouton Démarrer.  Sur Windows XP : cette méthode ne fonctionnera pas...  Vous trouverez « gestionnaires des tâches » dans les résultats de recherche.",Launch the search feature. Type task manager. Select the appropriate result. Finished.,['Launch the search feature. Type task manager. Select the appropriate result. Finished.']
wikilingua_crosslingual-train-2610679,wikilingua_crosslingual-train-2610679,en,fr,"Follow these steps depending on your Windows version:   Windows 10: Click the cortana/search bar/icon. If it's hidden, then press the Start button.  Windows 8.1: Press ⊞ Win+Q.   Windows 7 and Vista: Click the Start button.  Windows XP: This method will not work.  The listing should have the words ""task manager"" within the result.",Lancez l’outil de recherche. Tapez Gestionnaire des tâches. Sélectionnez le résultat approprié. C'est bon ?,"[""Lancez l’outil de recherche. Tapez Gestionnaire des tâches. Sélectionnez le résultat approprié. C'est bon\xa0?""]"
wikilingua_crosslingual-train-2610696,wikilingua_crosslingual-train-2610696,fr,en,"Lorsque vous appliquez le kajal, vous devrez toujours maintenir l'applicateur ou le pinceau de côté, afin que l'outil soit à l'horizontale. L'applicateur devrait s'aligner avec vos cils. Ne maintenez pas l'applicateur à la verticale .",Hold the wand or brush horizontally.,['Hold the wand or brush horizontally.']
wikilingua_crosslingual-train-2610697,wikilingua_crosslingual-train-2610697,en,fr,"When you apply the kajal, you should always hold the wand or brush sideways so that it is horizontal. The wand should line up against the lash line of your eye. Do not hold the wand vertically.",Maintenez l'applicateur ou le pinceau à l'horizontale.,"[""Maintenez l'applicateur ou le pinceau à l'horizontale.""]"
wikilingua_crosslingual-train-2610714,wikilingua_crosslingual-train-2610714,fr,en,"Le silex est une excellente alternative aux briquets et allumettes qui dure longtemps et qui résiste aux intempéries. Maintenez-le près du bois d'allumage au centre de l'emplacement du feu. Grattez la pièce en acier contre le silex plusieurs fois pour provoquer des étincelles jusqu'à ce que le bois d'allumage prenne feu. Vous trouverez ce genre de matériel dans la plupart des magasins de bricolage, de sports d'extérieur ou de camping.","Spark a fire with flint and steel, as a weather-proof alternative.","['Spark a fire with flint and steel, as a weather-proof alternative.']"
wikilingua_crosslingual-train-2610715,wikilingua_crosslingual-train-2610715,en,fr,"Flint and steel sets are an excellent, lasting, and weather-proof alternative to lighters and matches. Hold the steel and flint close to the tinder pile at the center of your fire bed. Strike the steel against the flint several times to send sparks towards the tinder until it ignites. Flint and steel sets are available at hardware stores, sports stores, wilderness supply stores, or online.",Utilisez un silex.,['Utilisez un silex.']
wikilingua_crosslingual-train-2610724,wikilingua_crosslingual-train-2610724,fr,en,"Ce masque réduit la taille des pores grâce à l'argile, qui retire les cellules mortes et les résidus des pores et dégraisse votre peau. Allez dans un magasin bio ou en pharmacie et achetez les ingrédients suivants.  De l'argile de bentonite, qui retire les impuretés. De l'avoine, qui adoucit la peau. Une huile essentielle de votre choix, de menthe ou de citron, pour une odeur agréable.",Gather the ingredients.,['Gather the ingredients.']
wikilingua_crosslingual-train-2610725,wikilingua_crosslingual-train-2610725,en,fr,"This mask works to reduce the appearance of pores with clay, which pulls dead skin cells and other pore-clogging debris away from your skin as it dries on your face. Go to health food stores and get the following supplies:  Bentonite clay, which draws out impurities. Oatmeal, which leaves your skin feeling baby soft. Essential oil of your choice, such as peppermint or lemongrass, for an added sweet scent.",Rassemblez les ingrédients.,['Rassemblez les ingrédients.']
wikilingua_crosslingual-train-2610732,wikilingua_crosslingual-train-2610732,fr,en,"Voulez-vous faire un vase, un terrarium ? Combien de couleurs souhaitez-vous utiliser ? En général, le résultat est plus joli si une palette de couleurs est choisie et respectée. Vous pouvez trouver du sable coloré dans la plupart des magasins de fournitures d'art. Vous aurez également besoin des objets suivants :   Des bouteilles en verre Si vous le souhaitez, des objets tels que des plantes Un entonnoir Un outil pour déplacer le sable, tel qu'un pinceau ou une cuillère",Plan out the materials you’ll need.,['Plan out the materials you’ll need.']
wikilingua_crosslingual-train-2610733,wikilingua_crosslingual-train-2610733,en,fr,"Do you want to make a vase? A terrarium? How many colors of sand do you want to use? Generally speaking, most pieces look best if they have a specific color palette that’s kept to. You can find colored sand at most craft supply stores. You’ll also need:  Glass bottles Objects like plants, if desired A funnel A device for moving sand, like a paintbrush or spoon",Dressez la liste des matériaux dont vous aurez besoin.,['Dressez la liste des matériaux dont vous aurez besoin.']
wikilingua_crosslingual-train-2610798,wikilingua_crosslingual-train-2610798,fr,en,Procédez comme suit pour créer un fichier ne contenant qu'un nombre donné de caractères nuls :   fsutil file createnew nom_de_fichier.txt 1 000 ; remplacez nom_de_fichier par le nom que vous voulez attribuer à votre fichier et le chiffre 1 000 sera sa taille en caractères nuls.,Create a file that's a certain size.,"[""Create a file that's a certain size.""]"
wikilingua_crosslingual-train-2610799,wikilingua_crosslingual-train-2610799,en,fr,"If you don't want to create a file that's a specific size, skip thi step. To create a blank file based on byte size, use this command:   fsutil file createnew filename.txt 1000. Replace filename with the desired file name, and 1000 with the actual number of bytes you'd like the file to be.",Créez un fichier ayant une taille donnée.,['Créez un fichier ayant une taille donnée.']
wikilingua_crosslingual-train-2610812,wikilingua_crosslingual-train-2610812,fr,en,Humidifiez une pointe d'un morceau de wonton. Repliez-la en diagonale afin de la placer sur le coin opposé. Appuyez légèrement sur les pointes pour les maintenir en place. Deux côtés du morceau de wonton sont toujours « ouverts ». Humidifiez chaque côté et appuyez légèrement dessus pour les maintenir en place. Vous avez maintenant un ravioli en forme de triangle.,Fold the wonton wrapper in half. Seal the edges.,['Fold the wonton wrapper in half. Seal the edges.']
wikilingua_crosslingual-train-2610813,wikilingua_crosslingual-train-2610813,en,fr,Fold one corner over the middle of the wrapper until it meets the corner diagonally opposite from it. Press the corners together. There should be two open edges of the wrapper. Gently press along these edges with your finger to seal them.,Trempez un doigt dans l'eau froide. Fermez votre ravioli.,"[""Trempez un doigt dans l'eau froide. Fermez votre ravioli.""]"
wikilingua_crosslingual-train-2610872,wikilingua_crosslingual-train-2610872,fr,en,"Cet équipement vous aidera à frapper plus vite. En plus d'augmenter la vitesse de vos coups de poing, il vous aidera aussi à vous concentrer sur votre précision, votre durée et votre coordination. Lorsque vous frappez dans le ballon de frappe rapide, il revient tout de suite vers vous, ce qui vous oblige à taper dedans une nouvelle fois. Ces répétitions permettent de renforcer les épaules et les bras en créant un temps de réponse plus rapide .",Use a speed bag and double-end speed bag.,['Use a speed bag and double-end speed bag.']
wikilingua_crosslingual-train-2610873,wikilingua_crosslingual-train-2610873,en,fr,"This boxing equipment is true to its name. While it not only increases the speed of your punches, it will also help you focus on your accuracy, timing, and coordination. When you punch a speed bag it immediately bounces back at you, forcing you to punch again. This repetition strengthens your shoulders and arms while creating a fast response time.",Utilisez un ballon de frappe rapide et un autre à double fond.,['Utilisez un ballon de frappe rapide et un autre à double fond.']
wikilingua_crosslingual-train-2610969,wikilingua_crosslingual-train-2610969,en,fr,"Individual lashes can be purchased at most drug stores or makeup counters at department stores. Individual lashes from the drug store sometimes come in kits with a pair of tweezers and eyelash glue. Kits can be helpful for packaging all the needed materials together.  If you decide to only purchase a package of individual lashes, be sure to also buy eyelash glue. Be sure to purchase lashes that match your natural lash color. Lash colors can come in blonde, brown, and black shades.",Choisissez vos cils individuels.,['Choisissez vos cils individuels.']
wikilingua_crosslingual-train-2610980,wikilingua_crosslingual-train-2610980,fr,en,"Comme pour la recette précédente, vous pouvez utiliser directement la plaque en prenant soin de beurrer ou d’huiler les empreintes . Vérifiez qu'ils sont cuits grâce à l'astuce du cure-dent. Si le cure-dent est humide, laissez vos cupcakes au four pendant cinq minutes supplémentaires. Assurez-vous que les petits gâteaux sont complètement refroidis avant d'y poser le glaçage. En effet, dans le cas contraire, celui-ci risque de fondre.",Preheat the oven to 350°F (180°C). Place 12 cupcake liners into a cupcake pan. Bake the cupcakes for 15 to 20 minutes. Let the cupcakes cool before frosting.,['Preheat the oven to 350°F (180°C). Place 12 cupcake liners into a cupcake pan. Bake the cupcakes for 15 to 20 minutes. Let the cupcakes cool before frosting.']
wikilingua_crosslingual-train-2610981,wikilingua_crosslingual-train-2610981,en,fr,"If you don't have liners, grease the cups using vegetable oil or butter to keep the cupcakes from sticking. Test to see whether the cupcakes are done by inserting a toothpick into the center of a cupcake. If it comes out clean, they're ready. If it's still wet, bake the cupcakes for another five minutes. Place them on a wire rack or on the counter to cool completely. If you frost them too quickly, the icing will melt off.",Préchauffez votre four à 170 °C. Placez douze moules à cupcake sur votre plaque à muffin. Faites cuire pendant 15 à 20 minutes. Laissez-les refroidir avant de les glacer.,['Préchauffez votre four à 170 °C. Placez douze moules à cupcake sur votre plaque à muffin. Faites cuire pendant 15 à 20 minutes. Laissez-les refroidir avant de les glacer.']
wikilingua_crosslingual-train-2611000,wikilingua_crosslingual-train-2611000,fr,en,"Vous pouvez enlever de la Super Glue de votre peau avec de l'huile de tournesol, d'amande ou pour bébé. Si vous n'en avez pas, essayez une huile de cuisine comme l'huile d'olive ou de noix de coco .",Select an oil.,['Select an oil.']
wikilingua_crosslingual-train-2611001,wikilingua_crosslingual-train-2611001,en,fr,"Vegetable, almond, and baby oil are known to be oils that can remove super glue. If these oils are not immediately available, try other cooking oils such as olive and coconut oil.",Choisissez une huile.,['Choisissez une huile.']
wikilingua_crosslingual-train-2611008,wikilingua_crosslingual-train-2611008,fr,en,"Pliez vos genoux et gardez vos pieds à plat sur le sol.  Cet étirement est idéal pour les gens qui ont déjà des douleurs au bas du dos. Il étire du bas du dos avec le soutien des muscles au niveau des hanches et des fessiers. Gardez l'autre jambe dans une position confortable, le plus souvent sur le sol, qu'elle soit étendue ou pliée au niveau du genou.  Pour ajouter un étirement de plus à la hanche, utilisez vos mains pour tourner votre jambe en tirant doucement le tibia contre votre corps.",Lay on your back on a carpeted floor or exercise mat. Hold the leg against your chest for about 30 seconds.,['Lay on your back on a carpeted floor or exercise mat. Hold the leg against your chest for about 30 seconds.']
wikilingua_crosslingual-train-2611009,wikilingua_crosslingual-train-2611009,en,fr,"Bend your knees and keep your feet flat on the floor. This stretch is great for people who already have lower back pain. It stretches the lower back along with supporting muscles in the hips and glutes. Keep your other leg in a comfortable position - usually against the floor, either straight or bent at the knee. To add a hip-flexing element to the stretch, use your hands to rotate your leg by gently pulling your shin across your body.","Couchez-vous sur le dos, sur une moquette ou un tapis d'exercice. Tenez la jambe contre votre poitrine pendant environ 30 secondes.","[""Couchez-vous sur le dos, sur une moquette ou un tapis d'exercice. Tenez la jambe contre votre poitrine pendant environ 30 secondes.""]"
wikilingua_crosslingual-train-2611125,wikilingua_crosslingual-train-2611125,en,fr,"It’s a blue icon with a white “W.” You’ll typically find it on the Dock or in the Applications menu. You can type it anywhere in your document. This opens the Character Viewer. It’s at the top of the Character Viewer. You’ll see a solid black line appear just beneath the search bar. That’s called a Combining Overline. The “x” you typed will now appear as an X-bar. Next time you open the Character Viewer, you can find the Combining Overline quickly by clicking “Recently Used” at the top of the left panel.",Ouvrez Word. Tapez x. Appuyez sur Ctrl+⌘ Command+Espace. Entrez combining overline dans la barre de recherche. Cliquez sur le Combining Overline.,['Ouvrez Word. Tapez x. Appuyez sur Ctrl+⌘ Command+Espace. Entrez combining overline dans la barre de recherche. Cliquez sur le Combining Overline.']
wikilingua_crosslingual-train-2611135,wikilingua_crosslingual-train-2611135,en,fr,"This is in the lower left corner of the screen. You can also hit the ⊞ Win key to open this menu without a mouse. You can also open this menu without a mouse by hitting the → Right Arrow key twice, then ↵ Enter. Your computer will reboot normally.  You can hit R while the menu is open to select this option without a mouse. If there are processes running that are preventing Windows for rebooting, click Restart Anyway.",Cliquez sur le bouton du menu Démarrer. Cliquez sur > à droite de Arrêter. Sélectionnez Redémarrer.,['Cliquez sur le bouton du menu Démarrer. Cliquez sur > à droite de Arrêter. Sélectionnez Redémarrer.']
wikilingua_crosslingual-train-2611173,wikilingua_crosslingual-train-2611173,en,fr,"Place them in a bowl and cover them with six cups of water. The beans should triple in size. If you want to change the amount of soybeans you're using, just be sure to always use a volume of water three times the volume of the soybeans. Use a large stockpot or dutch oven, so you won't risk having the water and beans boil over the rim.",Faites tremper le soja. Faites bouillir de l'eau.,"[""Faites tremper le soja. Faites bouillir de l'eau.""]"
wikilingua_crosslingual-train-2611190,wikilingua_crosslingual-train-2611190,fr,en,Les éponges les plus populaires pour appliquer le fond de teint liquide sont les éponges en forme d’œuf faites d'une mousse antimicrobienne. Vous en trouverez différentes marques en magasin de maquillage.,Choose the correct sponge.,['Choose the correct sponge.']
wikilingua_crosslingual-train-2611191,wikilingua_crosslingual-train-2611191,en,fr,The most popular sponges for applying liquid foundation are egg-shaped blending sponges made of antimicrobial foam.  Both name brand and generic varieties are available at your local drugstore or cosmetics retailer.,Choisissez la bonne éponge.,['Choisissez la bonne éponge.']
wikilingua_crosslingual-train-2611202,wikilingua_crosslingual-train-2611202,fr,en,"Avant d'entreprendre une nouvelle routine sportive ou un programme d'étirement, vous pouvez demander l'avis de votre médecin. Il saura ainsi vous conseiller et vous indiquer si votre corps peut supporter un tel changement. Cette consultation préalable est plus que conseillée si vous avez des antécédents de fragilité musculaire ou articulaire. Suivez les conseils de votre médecin pour éviter toute blessure.",Talk with your doctor.,['Talk with your doctor.']
wikilingua_crosslingual-train-2611203,wikilingua_crosslingual-train-2611203,en,fr,"Before undertaking any new fitness regime or flexibility training program, it can be a good idea to speak with your doctor.  Your doctor will be able to tell you if you are are healthy enough to work on your flexibility.  Speaking with your doctor can help you stay safe, avoid injury and safely work towards your goal of doing a front split.",Consultez votre médecin traitant.,['Consultez votre médecin traitant.']
wikilingua_crosslingual-train-2611220,wikilingua_crosslingual-train-2611220,fr,en,"Coupez-le en gros cubes et ajoutez-le dans la mijoteuse . Vous n'avez pas besoin de décongeler le maïs . Ils n'ont pas besoin d'être mélangés parfaitement à ce moment précis étant donné qu'ils vont fondre ensemble en cuisant . Laissez le mélange cuire à basse température pendant quatre heures en remuant occasionnellement . Si à la fin le mélange est trop épais, ajoutez plus de lait .",Dice the cream cheese. Place the rest of the ingredients in the slow cooker. Stir the ingredients. Cook on low.,['Dice the cream cheese. Place the rest of the ingredients in the slow cooker. Stir the ingredients. Cook on low.']
wikilingua_crosslingual-train-2611221,wikilingua_crosslingual-train-2611221,en,fr,"Cut the cream cheese into large cubes. Add it to the slow cooker. You do not need to thaw the corn first. Mix the ingredients together. They do not need to be perfectly combined at this point, as they will melt down together as they cook. Let the mixture cook on low for 4 hours, stirring occasionally. If it is too thick at the end, add more milk.",Coupez en dés le fromage en crème. Placez le reste des ingrédients dans la mijoteuse. Incorporez les ingrédients puis mélangez-les. Faites cuire à feu doux.,['Coupez en dés le fromage en crème. Placez le reste des ingrédients dans la mijoteuse. Incorporez les ingrédients puis mélangez-les. Faites cuire à feu doux.']
wikilingua_crosslingual-train-2611231,wikilingua_crosslingual-train-2611231,en,fr,"Vacuum sealers work great for storing beef jerky because you can remove all of the air from the packaging. Air decreases the quality and freshness of the jerky over time. To use the vacuum sealer, fill the vacuum bag with your jerky, fold the edge over, and place the edge inside the sealer. Press the ""Vacuum sealer"" button to extract the air.  Once your jerky is vacuum sealed, it can stay fresh for over 1 year in the freezer. Turn off the machine once no air remains in your package.",Utilisez une machine sous vide pour le conserver sur le long terme.,['Utilisez une machine sous vide pour le conserver sur le long terme.']
wikilingua_crosslingual-train-2611297,wikilingua_crosslingual-train-2611297,en,fr,"S. Tidal. To go home, make sure you have switched off the Birth Island code and enter the S.S. Tidal. It can be found in the south part of the island. You don't need a ticket to go home, but you will find yourself in Lilycove City, which is dangerous for trainers with low-level Pokémon. When you've completed all the steps and have a Deoxys, you want to make sure you save the game so you don't lose your progress.",Embarquez sur le Marina. Rentrez chez vous.,['Embarquez sur le Marina. Rentrez chez vous.']
wikilingua_crosslingual-train-2611368,wikilingua_crosslingual-train-2611368,fr,en,"Après vous être lavé le visage avec un produit nettoyant doux et l'avoir doucement essuyé, appliquez un produit hydratant. Il va créer une base lisse sur laquelle le maquillage tiendra mieux. Laissez suffisamment de temps au produit hydratant pour pénétrer la peau pour ne pas appliquer le maquillage sur une base humide .",Start with a freshly washed and moisturized face.,['Start with a freshly washed and moisturized face.']
wikilingua_crosslingual-train-2611369,wikilingua_crosslingual-train-2611369,en,fr,"After washing your face with a gentle cleanser and patting it dry, apply a moisturizer. The moisturizer will create a smooth base that will help your makeup stay on. Ensure that the moisturizer has had time to sink into your skin so that you’re not applying makeup over a wet base.",Lavez-vous et hydratez-vous le visage.,['Lavez-vous et hydratez-vous le visage.']
wikilingua_crosslingual-train-2611392,wikilingua_crosslingual-train-2611392,fr,en,"Avec une poêle et une cuisinière, non seulement ils seront croustillants, mais ils ne contiendront pas plus de graisses et de calories comme c’est souvent le cas avec les aliments cuits dans une friteuse. Ayez recours à cette méthode seulement si vous avez le temps de les regarder se réchauffer .",Reheat with a stove to get crispy tamales.,['Reheat with a stove to get crispy tamales.']
wikilingua_crosslingual-train-2611393,wikilingua_crosslingual-train-2611393,en,fr,Using the stove and a pan will give you crispy tamales without the additional fat and calories from a deep fryer. Use this method if you have the time to watch the tamales as they get reheated.,Réchauffez les tamales afin qu'ils soient croustillants.,"[""Réchauffez les tamales afin qu'ils soient croustillants.""]"
wikilingua_crosslingual-train-2611471,wikilingua_crosslingual-train-2611471,en,fr,"These are the colors that are made from the primaries: purple, green, and orange. You may use the paints you have already mixed, or purchase tubes of the secondary colors from any art store. Make sure you have plenty of primary color paint left over as well. When buying the colors from a store, make sure that you buy pure ""green,"" ""purple,"" or ""orange"" shades. Don't buy a mixed shade, like red-orange or blue-green.",Commencez avec les couleurs secondaires.,['Commencez avec les couleurs secondaires.']
wikilingua_crosslingual-train-2611472,wikilingua_crosslingual-train-2611472,fr,en,"Lorsque vous enregistrez un document Word en tant que modèle, et que vous l’ouvrez, c’est une copie du fichier qui s’ouvre et vous pouvez la modifier sans vous préoccuper de l’original. Cliquez sur le menu ""Fichier"", puis cliquez sur ""Enregistrer sous"". Dans la boîte de dialogue ""Enregistrer"", nommez le monogramme. Cliquez sur le menu déroulant ""Format"", puis cliquez sur ""Modèle Word"". Cliquez sur ""Enregistrer"".",Save the monogram. Name and save the file.,['Save the monogram. Name and save the file.']
wikilingua_crosslingual-train-2611473,wikilingua_crosslingual-train-2611473,en,fr,"When you save a Word document as a template, when you open it, it will open a copy of that file that you can change without worrying about the original. Click the File menu, and then click Save As. In the Save dialog box, name the monogram. Click the Format dropdown menu, and then click Word Template. Click Save.",Enregistrez le monogramme. Nommez et sauvegardez le fichier.,['Enregistrez le monogramme. Nommez et sauvegardez le fichier.']
wikilingua_crosslingual-train-2611480,wikilingua_crosslingual-train-2611480,fr,en,"Si nécessaire, ajustez sa taille. S'il est trop petit, découpez le long du bord intérieur du cercle. À l'inverse, s'il est trop grand, coupez l'anneau à l'arrière du chapeau et à l'opposé du motif. Superposez les deux extrémités sur la longueur nécessaire jusqu'à adapter le chapeau à votre taille. Maintenez le raccord à l'aide de ruban adhésif, d'une agrafe ou d'un point de colle. Sachez que vous pouvez également tester la taille de votre chapeau avant de le décorer.",Wear the hat.,['Wear the hat.']
wikilingua_crosslingual-train-2611481,wikilingua_crosslingual-train-2611481,en,fr,"If the hat is too small, cut around the inside rim to make it bigger. If the hat is too big, cut the brim apart in the back. Overlap the 2 ends until the hat fits, then glue, tape, or staple them together.",Essayez votre chapeau.,['Essayez votre chapeau.']
wikilingua_crosslingual-train-2611497,wikilingua_crosslingual-train-2611497,en,fr,"Up, Up, Down, Down, Left, Right, Left, Right, Up, Up, Up, Up.  This code is similar to the Konami Code used in video gaming. They are considered “cheat codes,” that enable a secret function in the game. The Netflix code is similar to the original Konami Code until the last 4 commands. It should explain the account that is currently activated on your PS3. This is called the “debug menu.”",Prenez le contrôleur en main. Attendez l'ouverture d'une nouvelle fenêtre. Cliquez sur le lien de désactivation.,"[""Prenez le contrôleur en main. Attendez l'ouverture d'une nouvelle fenêtre. Cliquez sur le lien de désactivation.""]"
wikilingua_crosslingual-train-2611586,wikilingua_crosslingual-train-2611586,fr,en,"Servez le chocolat dans un grand verre avec une paille et une cuillère. Si vous voulez, ajoutez un filet de coulis de chocolat, des noix pilées ou d’autres garnitures de crème glacée.",Serve with toppings.,['Serve with toppings.']
wikilingua_crosslingual-train-2611587,wikilingua_crosslingual-train-2611587,en,fr,"Serve in a long glass with a straw and spoon. Optionally, add a drizzle of chocolate sauce on top, chopped nuts, or other ice cream toppings.",Ajoutez des garnitures.,['Ajoutez des garnitures.']
wikilingua_crosslingual-train-2611590,wikilingua_crosslingual-train-2611590,fr,en,"Les couleurs riches, comme les bleus ou les violets, feront facilement ressortir vos yeux. Même les verts peuvent donner de beaux résultats. Utilisez un pinceau différent pour chaque couleur.",Choose colors that complement your look.,['Choose colors that complement your look.']
wikilingua_crosslingual-train-2611591,wikilingua_crosslingual-train-2611591,en,fr,"A ""popped"" look can be easily achieved with gemstone colors like purples and blues. Even greens can look amazing. Make sure you have separate brushes for your different colors.",Choisissez des couleurs qui vous mettent en valeur.,['Choisissez des couleurs qui vous mettent en valeur.']
wikilingua_crosslingual-train-2611689,wikilingua_crosslingual-train-2611689,en,fr,"! Make sure that your ears are pierced before you try to put in an earring. If possible, visit a professional piercer at the mall or at a tattoo parlor. The earring will go in much more easily if you've already pierced the ear in question.  Make sure that the gauge of your piercing matches the gauge of the ring. If you are feeling especially bold, try piercing your ears at home. Be careful to sterilize all of your equipment. Consider asking a more experienced friend for help.",Percez vos oreilles !,['Percez vos oreilles !']
